1	0	7
2	0	6
3	2	6
5	2	5
6	5	5
8	6	6
10	6	5
11	10	5
12	10	6
13	10	5
16	11	5
17	11	6
18	13	5
19	13	6
21	16	5
24	18	4
25	24	4
27	24	5
29	25	5
30	25	4
31	25	4
32	30	5
33	30	5
35	31	5
36	31	4
39	36	5
41	21	6
42	21	5
43	27	5
46	29	6
47	29	5
49	32	5
51	33	6
53	35	5
54	39	5
55	39	6
58	42	6
60	42	5
62	43	5
63	43	5
64	47	5
68	49	6
69	53	5
70	53	6
72	54	5
74	54	5
75	54	4
76	75	5
77	75	4
80	77	4
81	80	5
82	80	5
84	60	6
85	60	5
88	62	6
89	63	5
90	63	6
91	63	5
93	64	6
97	69	6
98	69	5
99	69	5
101	72	6
102	72	6
103	74	6
104	74	6
107	76	5
108	81	5
110	81	5
112	82	5
115	85	6
117	89	6
118	89	5
119	91	6
120	91	6
122	98	6
123	98	6
126	99	5
128	107	6
129	107	6
132	108	6
133	108	6
134	110	6
135	110	6
137	112	6
139	112	6
143	126	6
144	3	6
146	3	6
147	3	5
148	147	6
149	147	5
152	149	5
153	152	6
154	152	6
157	8	6
159	12	7
160	12	6
161	17	6
164	19	7
166	41	7
167	46	6
169	51	6
171	51	6
172	55	6
175	58	7
176	58	6
177	68	6
179	70	6
182	84	6
183	88	6
184	88	7
187	90	7
188	90	6
190	93	6
192	97	7
193	97	6
196	102	6
199	103	6
201	104	6
202	115	6
203	115	7
205	117	6
208	119	6
210	120	7
212	122	6
214	123	7
216	128	6
217	128	6
218	128	6
219	129	6
221	132	6
223	133	6
226	134	6
228	135	6
230	137	6
231	139	6
232	139	6
234	139	6
235	143	6
236	143	7
239	144	6
240	144	7
242	146	7
245	148	6
246	153	6
249	153	6
250	154	6
252	157	6
253	157	6
258	161	6
259	161	6
260	167	7
262	167	6
263	169	6
265	169	6
266	169	6
267	171	6
269	172	7
271	172	5
272	271	5
273	271	5
275	271	4
276	275	5
277	275	4
280	277	4
281	280	5
282	280	4
284	282	5
287	272	6
288	272	6
290	273	5
291	273	4
292	291	4
294	292	5
296	292	4
297	296	4
298	296	5
299	296	5
302	297	5
303	297	5
305	276	5
306	281	5
308	281	6
309	281	5
310	284	6
312	284	6
313	290	6
316	294	5
318	298	5
319	298	5
320	299	6
321	299	5
323	302	6
325	303	5
327	305	6
328	305	6
331	306	6
332	306	6
333	309	6
336	316	5
337	316	6
339	318	6
344	321	6
346	325	5
347	325	5
349	336	6
350	336	6
351	336	5
353	346	6
354	347	5
355	347	6
356	347	6
358	351	5
359	351	5
362	354	6
367	359	6
368	176	6
371	177	6
372	177	5
373	372	5
374	372	6
375	372	5
378	373	5
379	373	5
380	375	5
381	375	6
383	378	4
386	383	5
387	383	4
388	387	4
389	387	5
391	387	5
393	388	5
394	388	4
395	394	5
397	379	6
400	380	5
402	386	6
404	389	6
405	389	5
406	391	5
407	391	5
409	393	5
412	395	5
413	395	5
414	400	5
416	400	5
417	405	6
420	406	5
422	407	6
424	409	6
427	412	6
428	413	5
429	413	6
430	413	5
433	414	6
435	414	6
436	416	6
438	420	5
439	420	6
442	428	6
443	428	5
444	430	6
445	430	6
448	438	6
449	438	5
450	438	5
453	449	6
454	449	6
457	450	5
460	457	6
462	179	7
463	179	5
464	463	5
465	463	6
467	463	5
469	464	5
470	464	5
471	467	5
472	467	5
474	469	6
476	470	4
479	476	4
480	476	4
482	479	5
483	480	4
484	480	5
485	480	5
488	483	4
489	483	5
490	488	5
493	471	5
495	472	6
496	482	5
497	482	6
500	484	6
501	484	5
502	485	5
503	485	6
505	489	5
508	490	6
509	490	5
510	493	5
511	493	5
513	496	5
515	496	6
516	496	4
517	516	5
518	516	4
521	518	4
522	521	5
523	521	5
525	501	5
528	502	5
530	505	5
532	509	5
533	509	6
535	509	5
537	510	6
538	510	6
540	511	6
543	513	5
544	513	6
546	517	5
547	522	5
549	522	6
551	523	6
553	525	6
556	528	5
558	528	6
560	530	6
562	532	5
563	532	6
564	535	6
565	535	5
567	543	6
569	546	6
570	546	5
573	547	5
574	547	6
576	556	6
577	556	5
578	556	5
582	565	6
583	570	6
585	573	6
588	577	6
590	578	6
591	578	5
594	591	6
595	182	6
596	182	6
598	183	6
600	183	6
601	183	5
602	601	5
603	601	5
606	602	4
607	606	5
608	606	5
611	603	4
612	611	5
613	611	5
616	607	5
617	607	5
618	607	5
619	608	5
621	612	5
623	612	5
624	612	5
625	613	5
628	616	6
629	616	4
630	629	4
632	630	5
634	630	4
635	634	3
636	634	5
637	634	4
640	635	4
641	635	4
642	637	5
643	637	5
645	640	4
647	641	4
650	645	5
651	645	5
653	647	4
654	647	5
656	653	5
657	617	6
658	617	6
660	618	6
661	618	5
664	619	6
665	619	6
667	621	6
668	621	5
669	623	6
670	623	6
672	624	5
675	625	6
677	625	6
679	632	5
681	636	6
682	636	5
684	642	5
686	643	6
688	650	6
689	651	5
690	651	6
692	651	5
693	654	5
694	654	6
695	654	5
697	656	6
698	656	6
701	661	4
702	701	4
703	701	5
705	702	3
707	702	4
708	702	4
710	705	4
711	705	4
712	707	5
713	707	5
715	708	5
718	710	4
720	711	4
723	718	5
724	718	5
726	720	5
727	720	5
728	668	5
731	672	4
732	731	4
733	731	5
736	732	3
737	732	4
738	732	4
740	736	4
741	736	4
742	737	5
743	737	5
745	738	5
746	738	5
748	740	4
750	741	4
752	748	5
754	748	5
755	750	5
757	750	5
758	679	5
759	679	6
763	684	5
765	684	6
767	689	5
768	689	6
769	692	6
770	692	5
773	693	6
774	693	5
775	695	6
776	695	6
778	703	5
781	712	5
783	713	5
785	715	5
787	723	5
788	724	5
789	724	5
791	724	5
793	726	5
794	727	5
795	727	5
796	727	5
799	728	6
800	728	5
801	733	5
804	742	5
806	743	5
808	745	5
810	746	5
812	752	5
813	754	5
814	754	5
816	754	5
818	755	5
819	757	5
820	757	5
821	757	5
824	758	6
825	758	5
826	758	5
828	763	6
829	763	5
830	763	5
834	770	6
837	778	6
839	778	4
840	839	3
841	839	4
843	839	4
845	840	4
846	840	4
848	841	4
849	841	5
850	843	5
851	843	5
853	845	5
855	846	4
857	848	5
860	855	5
861	855	5
862	781	5
864	781	6
865	783	5
867	783	6
868	785	5
869	785	6
871	787	6
873	787	6
875	788	5
876	788	6
878	789	6
879	789	6
880	791	6
881	791	6
883	793	6
884	793	6
887	794	6
888	794	5
890	795	6
891	795	6
892	796	6
893	796	6
896	800	4
897	800	5
900	896	5
901	896	5
903	801	6
904	801	5
905	804	5
907	804	6
908	806	5
910	806	6
912	808	6
914	810	5
915	810	6
917	812	6
919	812	6
921	813	6
922	813	6
924	814	5
925	814	6
926	816	6
927	816	6
929	818	6
930	818	6
933	819	6
934	819	6
936	820	6
937	820	5
938	821	6
939	821	6
941	825	6
942	825	6
945	826	5
948	829	6
950	830	6
951	830	5
953	849	5
956	850	5
958	851	5
960	853	5
961	853	6
962	857	6
966	860	5
967	861	5
968	861	5
969	861	6
972	862	5
973	862	5
974	862	5
975	865	4
978	865	5
980	975	5
981	975	5
983	868	5
984	868	5
985	868	5
990	897	6
991	897	6
993	900	5
995	901	5
997	904	5
998	904	4
1000	904	5
1002	998	5
1003	998	5
1005	905	4
1006	905	5
1007	905	5
1009	1005	5
1010	1005	5
1011	908	5
1013	908	5
1014	908	5
1015	914	5
1017	914	5
1018	914	5
1024	945	6
1026	951	6
1027	953	6
1029	953	5
1030	956	5
1031	956	6
1033	958	4
1034	958	5
1036	1033	3
1038	1033	5
1039	1033	4
1041	1036	4
1042	1036	4
1043	1039	5
1044	1039	4
1046	1041	5
1048	1042	4
1051	1044	5
1053	1048	4
1054	1048	5
1056	1053	5
1058	960	4
